closetim;starttim;difftime;email;s_2;s_3;s_6;s_1;s_8;s_4;s_262;s_263;s_259;s_260;s_261;s_257;s_15;s_5;s_21_1;s_21_2;s_21_3;s_21_4;s_21_5;s_21_6;s_21_7;s_21_8;s_21_9;s_21_10;s_21_11;s_21_12;s_21_13;s_21_14;s_21_15;s_7;s_256;s_235;s_236;s_237;s_227;s_228;s_229;s_230;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_24_17;s_159;s_160;s_161;s_164;s_165;s_166;s_167;s_163;s_179;s_170;s_171;s_172;s_173;s_180;s_181;s_182;s_183;s_184;s_185;s_186;s_187;s_188;s_189;s_190;s_191;s_192;s_193;s_194;s_195;s_196;s_197;s_198;s_199;s_200;s_201;s_202;s_203;s_204;s_205;s_206;s_207;s_175;s_135;s_178;s_136;s_71;s_137;s_177;s_240;s_85;s_86;s_97;s_70;s_72;s_73;stato_1;stato_2;stato_3;stato_4;stato_5
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 17:58:56;2020-05-12 17:52:19;397,116;"";2;2;4;"";4;"";4;4;3;4;4;1;6;"";1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;"";3;3;3;3;;;;;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;2;3;3;3;2;2;2;3;3;3;3;3;3;3;2;2;2;3;2;3;3;3;2;3;2;3;3;3;3;3;3;3;4;2;3;4;3;3;3;4;3;1;"<p>Simple</p>";3;"<p>&nbsp;complex</p>";"<p>Orderly and color</p>";"";"<p>Yes</p>";"<p>For Research</p>";3;3;3;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 19:06:28;2020-05-12 18:52:32;836,226;"";1;2;6;"";1;"";4;5;4;5;4;2;1;"";0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;"";;;;;4;4;3;5;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;3;4;4;4;4;4;3;3;4;2;3;4;4;4;3;4;4;5;4;4;4;4;5;3;3;5;3;3;3;5;4;4;4;5;4;4;3;4;4;4;2;"<p>THE SECOND INTERFACE SHOWS THE EXPLANATION CLEARLY AND MUCH BETTER TO UNDERSTAND.</p>";1;"<p>THE FIRST INTERFACE DOES NOT COMPLETELY EXPLAINED THE VIDEO FULFILLED.</p>";"<p>THE INTERFACE 3 SHOWS THE EXPLANATION CLEARED.</p>";"<p>THE CHANGES CAN ALTERED ONE BY ONE IN THE INTERFACES.</p>";"<p>YES. IT&nbsp;IS HELPFUL</p>";"<p>THE EXPLANATIONS ARE BETTER TO UNDERSTAND.</p>";4;5;4;"<p>YES IMPORTANT&nbsp;</p>";"<p>GOOD</p>";"<p>INTERESTING ONE</p>";0;0;0;1;0
2020-05-12 19:47:57;2020-05-12 19:41:12;405,29;"";2;2;6;"";11;"";4;3;5;5;4;1;1;"";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"";5;4;5;4;;;;;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;4;5;4;3;4;3;4;4;4;4;3;5;4;3;5;4;4;5;5;4;5;4;3;4;4;3;5;5;4;4;4;4;4;5;4;5;3;3;5;2;4;2;"<p>GOOD</p>";1;"<p>NICE</p>";"<p>VERY INTERESTING</p>";"<p>GOOD&nbsp;</p>";"<p>NICE ONE</p>";"<p>INTERESTING</p>";5;4;4;"<p>PERFECT ONE</p>";"<p>GOOD</p>";"<p>NICE</p>";0;0;0;1;0
2020-05-12 18:54:03;2020-05-12 18:38:36;926,71;"";1;2;6;"";6;"";2;4;4;4;4;1;6;"";0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;"";4;4;4;5;;;;;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;4;2;2;2;3;3;4;2;2;2;4;2;2;4;4;2;4;2;4;4;5;2;3;2;4;3;4;4;5;1;5;4;4;1;5;1;5;1;5;2;5;3;"<p>I love the graphical illustration of the interface and the why caption makes it more intuitive and facilitates ease of use</p>";1;"<p>It isn&#39;t very intuitive and takes sometime to comprehend how to use it&nbsp;</p>";"<p>I love the graphical(chart) illustration of user interface 3, The dark theme is also appealing.For user interface 2 the white theme for recommendation seems to contrast with the default dark theme&nbsp;</p>";"";"<p>It was kind of helpful and gives you prior insight on the feel of the music and serves as some sort of arousal&nbsp;</p>";"<p>I feel it is very innovative and makes the software product more appreciable&nbsp;</p>";4;5;5;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 22:46:48;2020-05-12 22:36:51;597,62;"";1;4;6;"";6;"";2;4;4;4;3;2;1;"";0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;"";;;;;4;4;4;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;2;4;3;4;2;5;2;4;3;4;3;4;4;3;4;2;4;4;2;4;3;4;3;2;4;3;4;2;4;3;4;4;4;4;4;4;2;3;4;2;4;2;"<p>the white box is easier to read&nbsp;</p>";3;"<p>i dont like black on black</p>";"<p>interface 2 provides list and percentage</p>";"";"<p>yes, some i would not even have known that those songs feature that type of mood</p>";"<p>i think it&#39;s cool.&nbsp; i get moody listening to music and would help me to be in certain moods by going with the recommendations</p>";4;4;4;"<p>yes, i like how it uses mood to recommend</p>";"";"";0;0;0;1;0
2020-05-12 18:37:37;2020-05-12 18:23:01;875,364;"";2;2;6;"";13;"";1;5;5;5;5;1;1;"";0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;"";4;5;4;4;;;;;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;4;3;3;3;2;2;3;3;3;2;4;2;3;4;5;1;5;2;4;1;4;1;5;1;5;3;5;4;5;1;5;2;4;1;5;2;5;1;5;2;5;3;"<p>I like this design the most because it is the best to look at, the information is presented clearly and an easily understood manner, and the information provided is easy to glance at quickly to obtain the necessary information.</p>";1;"<p>I dislike this the most because the recommendation is not clear, it is hard to understand, and the design is not appealing.</p>";"<p>I like how they present the information in a way that is clear and easy to understand at a quick glance.</p>";"";"<p>Yes it was helpful because it explained and compared how the songs are similar and why it was recommended.</p>";"<p>I think it is a good tool for people who are interested in music that is similar to the songs that they like. They can use it to quickly identify songs that have the similar moods to the songs that they like.</p>";5;4;5;"<p>No It has not changed.</p>";"";"";0;0;0;1;0
2020-05-12 18:48:10;2020-05-12 18:38:39;571,286;"";1;3;2;"";10;"freelance";2;4;5;5;4;1;1;"";0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;"";3;4;4;5;;;;;0;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;4;2;1;2;1;2;4;2;3;2;4;3;2;4;5;1;4;1;5;2;5;2;4;2;5;3;4;4;5;1;4;1;4;1;5;2;5;1;4;2;4;3;"<p>I like the percentages on Interface 2 but I think the design and looks are better on Interface 3.</p>";1;"<p>Because I don&#39;t think it tells me anything.</p>";"<p>I like how it gives percentage about the feelings the most. And there&#39;s nothing I like the least except that interface 1 doesn&#39;t tell me anything.</p>";"<p>No.</p>";"<p>Yes very.</p>";"<p>I love the idea and would definitely use them.</p>";4;4;5;"<p>A little bit.</p>";"";"";0;0;0;1;0
2020-05-12 19:37:24;2020-05-12 19:29:48;456,21;"";1;2;9;"Associate's Degree";9;"";1;5;4;5;1;1;3;"";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";3;4;2;4;;;;;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;5;1;2;1;2;1;1;1;5;4;1;1;1;5;1;5;1;5;1;5;1;5;1;5;3;5;1;5;4;4;4;5;1;5;1;5;2;4;2;4;2;"<p>I think there&#39;s a good balance between too little explanation and too much.</p>";1;"<p>I don&#39;t believe there is enough information to advise as to why the recommended songs are suggested.</p>";"<p>I like that there is a wide range of information as to how the songs are recommended. I dislike nothing about the recommendation explanations.</p>";"";"<p>yes!</p>";"<p>I am favorable</p>";5;5;4;"<p>not sure- I definitely believe it is important now.</p>";"";"";0;0;0;1;0
2020-05-12 18:11:13;2020-05-12 17:42:34;1719,576;"";1;2;6;"";8;"";3;3;4;3;4;1;1;"";0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;"";3;3;4;4;;;;;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;5;4;4;3;3;3;3;3;3;4;3;3;4;3;4;3;5;3;4;4;3;3;4;3;4;4;4;3;3;3;4;4;3;3;4;4;3;2;3;1;"<p>The sunrise&nbsp;in mind is peace full&nbsp;</p>";2;"<p>The list of all songs&nbsp;</p>";"<p>The songs is verse to other songs</p>";"";"<p>This is help full for mood change it</p>";"<p>The survey about music&nbsp;</p>";3;4;3;"<p>Not do pre survey&nbsp;</p>";"";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 18:36:21;2020-05-12 18:27:04;557,067;"";2;1;4;"";3;"";4;5;5;5;5;1;1;"";0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;"";3;4;4;4;;;;;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;2;3;2;2;1;2;4;2;1;3;3;3;2;2;4;2;4;2;5;2;4;3;4;4;4;3;4;2;3;3;4;2;4;2;3;4;3;3;3;2;4;2;"<p>It gives you the analytical breakdown on why it is recommended. It doesn&#39;t waste your time with glitz and glamour since it&#39;s info you went out of your way to inquire about I like it straightforward.</p>";1;"<p>Having no explanation button at all.&nbsp;</p>";"<p>I like how descriptive the categories are. What i like least is I want the recommended section to show more music from different artists that aren&#39;t in the playlist already or directly related to the artists in the playlist because the user tends to already know that music and chose not to put it in the playlist.&nbsp;</p>";"";"<p>Yes I believe so.</p>";"<p>I would love to see that implemented into my spotify app.</p>";5;5;4;"<p>No because it was always important to me.</p>";"";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 18:45:11;2020-05-12 18:35:01;610,273;"";2;3;6;"";8;"";3;4;3;2;3;1;6;"";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";3;4;4;3;;;;;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;4;4;3;4;2;5;3;4;4;3;5;4;5;5;4;4;3;3;4;3;2;4;4;3;4;4;4;4;2;3;3;5;4;3;3;4;3;2;5;3;2;"<p>design</p>";1;"<p>quality is must for anythink</p>";"<p>the valuble price</p>";"<p>reqoirments</p>";"<p>cost</p>";"<p>quality</p>";3;4;3;"<p>durable</p>";"<p>quality</p>";"<p>storage</p>";0;0;0;1;0
2020-05-12 17:50:03;2020-05-12 17:40:58;544,653;"";2;5;6;"";8;"";5;4;5;4;5;1;6;"";0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;"";5;4;5;4;;;;;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;5;3;4;4;3;3;5;4;5;4;5;4;4;4;4;5;3;3;5;4;4;4;4;4;5;3;5;5;3;4;5;4;3;4;5;5;3;4;4;2;4;1;"<p>THE DESIGN AND PLAYLIST IS MORE QUALITY&nbsp;&nbsp;</p>";3;"<p>I WAS IRRITATE TO SEE THIS DESIGN&nbsp;</p>";"<p>THE INTERFACE 1 IS MOST LIKE TO MY POINT OF ABOVE THE DESIGNING&nbsp;</p>";"";"<p>THE MOOD BASED EXPLAIN IS VERY HELPFUL&nbsp;</p>";"<p>MORE LIKELY IN THIS SURVEY OF RECOMMENDATION&nbsp;</p>";4;5;5;"<p>NO, MY OPINION IS FINAL ANSWER</p>";"<p>NONE</p>";"<p>NONE</p>";0;0;0;1;0
2020-05-12 18:45:57;2020-05-12 18:37:49;487,993;"";2;2;4;"";6;"";1;5;5;5;5;1;1;"";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;"";4;5;2;2;;;;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;2;2;2;4;2;5;2;4;4;2;2;2;2;4;2;4;2;4;1;4;2;4;2;4;3;4;2;4;2;4;2;4;1;4;1;4;2;4;2;4;3;"<p>It has more info than 1 and looks better than 2.</p>";2;"<p>It has too much green and grey.&nbsp;</p>";"<p>I guess I just like that it tells us why the songs are recommended instead of how it usually is.&nbsp;</p>";"<p>Not that I can think of.&nbsp;</p>";"<p>Yes, a little.</p>";"<p>I doubt I would use it much, to be honest. I would still just listen to the first like 20 seconds of a song to see if I like it, regardless if it matched the mood of a different one</p>";5;5;2;"<p>Nope.</p>";"<p>I do not.</p>";"<p>Thanks!</p>";0;0;0;1;0
2020-05-12 19:23:07;2020-05-12 19:10:54;732,733;"";2;4;4;"";8;"";1;5;5;5;5;1;1;"";0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;"anime";4;4;3;3;;;;;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;3;4;2;4;2;3;2;3;2;3;2;3;4;3;2;5;2;5;3;4;1;4;2;4;1;3;2;3;2;5;2;5;3;5;2;4;2;2;1;2;2;1;"<p>because it&#39;s simple and makes sense.</p>";2;"<p>i dislike interface 2 and 3 equally.</p><p>The other 2 interfaces offer subjective reasons for recommendations that appear to be completely arbitrary and, frankly, stupid</p>";"<p>The first one is clean and simple. 2 and 3 look like something some marketing intern dreamed up to &quot;appeal to a younger crown&quot; based on feelings and emotions.</p>";"<p>I&#39;d make the lower portion that&#39;s unrelated to recommendations collapsable.</p>";"<p>no, absolutely not.</p>";"<p>I think it&#39;s dumb and meant to appeal to the worst possible type of music listener.</p>";4;3;3;"<p>if anything i distrust recommendations even more now.</p>";"";"";0;0;0;1;0
2020-05-12 17:53:18;2020-05-12 17:39:38;819,8;"";1;2;6;"";6;"";4;5;5;5;4;1;6;"";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"";5;4;5;5;;;;;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;5;5;1;4;4;4;1;5;4;5;2;4;5;5;5;1;4;4;5;1;5;4;5;2;5;3;5;5;5;1;4;4;4;1;5;2;4;1;4;2;5;3;"<p>This design has some nice and attractive features.</p>";2;"<p>It&#39;s a little complicated and stressful to comprehend.</p>";"<p>I like the fluid like quantity measurements of the feels of the music. I don&#39;t like the of percentage used to quantify the degree of contents.</p>";"";"<p>It feels good knowing to expect.</p>";"<p>I would really love to give it a try.</p>";5;5;5;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 19:25:14;2020-05-12 19:05:24;1189,927;"";2;2;6;"";11;"";4;4;3;3;4;1;6;"";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"";3;4;4;3;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;3;5;4;3;4;4;2;3;3;4;4;2;3;2;4;4;4;3;3;3;3;4;3;4;2;3;3;3;4;3;4;4;4;3;2;2;3;3;2;"<p>its very interesting&nbsp;</p>";1;"<p>its good&nbsp;</p>";"<p>no</p>";"<p>nice</p>";"<p>interest</p>";"<p>awesome&nbsp;</p>";4;3;4;"<p>its good&nbsp;</p>";"<p>nice</p>";"<p>good&nbsp;</p>";0;0;0;1;0
;2020-05-12 17:35:51;;"";2;5;6;"";8;"";3;4;4;5;5;1;2;"";0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;"";4;4;3;5;;;;;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;4;5;4;3;5;4;3;4;5;4;5;5;4;4;5;4;3;4;4;5;3;4;4;5;5;3;5;4;5;5;3;5;4;4;5;5;4;4;4;2;4;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 18:11:48;2020-05-12 18:04:10;457,503;"";1;2;6;"";6;"";1;4;4;4;4;1;6;"";0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;"";4;4;4;4;;;;;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;4;4;1;4;1;3;2;4;2;3;2;4;4;4;4;2;4;2;4;1;4;2;4;1;4;3;4;4;4;2;4;1;4;2;4;4;3;1;3;2;4;2;"<p>It gives the best recommendation explanation&nbsp;without going into too much detail</p>";1;"<p>It is confusing and does not help me understand its reasoning for what they recommend.</p>";"<p>I like how it goes into detail of why it is recommended. I think what I like the least is the design and how cluttered it can look.</p>";"<p>less detail on one page and spread out more.</p>";"<p>Not really. I think it is just extra for the customer.</p>";"<p>I think it is unnecessary.&nbsp;</p>";4;4;4;"<p>I think my opinion has stayed the same</p>";"<p>no other suggestions</p>";"<p>it was fun thanks so much</p>";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 20:54:06;2020-05-12 20:35:24;1121,32;"";2;2;6;"";8;"";4;3;4;4;4;1;1;"";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;"";4;4;4;5;;;;;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;4;5;4;4;4;4;3;4;3;5;2;4;4;4;4;3;4;5;4;4;4;4;5;4;4;3;5;4;3;3;4;5;4;3;4;4;4;3;4;4;3;3;"<p>It&#39;s&nbsp; most&nbsp; attractive preference for me&nbsp;</p>";1;"<p>It&#39;s my personal&nbsp; opinion&nbsp;&nbsp;</p>";"<p>Incase it&#39;s add to more details.it&#39;s much better than others</p>";"";"<p>YES (90)</p>";"<p>It&#39;s calm and peaceful mindset&nbsp;</p>";4;4;3;"<p>No&nbsp;</p>";"";"<p>Nice interface survey&nbsp;</p>";0;0;0;1;0
2020-05-12 17:43:57;2020-05-12 17:36:00;477,58;"";2;2;6;"";8;"";4;4;3;3;2;1;2;"";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"";4;5;4;3;;;;;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;4;4;4;4;4;3;5;3;3;5;4;4;4;3;5;4;4;4;5;5;3;4;4;4;3;5;4;3;3;3;4;4;3;4;2;3;2;3;2;2;2;"<p>Nice</p>";2;"<p>Nice</p>";"<p>Nice</p>";"<p>Nice</p>";"<p>Nice</p>";"<p>Nice</p>";4;3;3;"<p>Nice</p>";"<p>Nice</p>";"<p>Nice</p>";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;2020-05-12 18:16:40;;"";1;3;7;"";11;"";4;4;5;5;4;1;3;"";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"";5;4;4;5;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 18:30:01;2020-05-12 18:16:58;782,917;"";1;2;6;"";11;"";3;3;4;4;4;1;1;"";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;"";3;4;4;3;;;;;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;3;4;3;4;3;3;4;5;3;4;3;4;4;3;4;2;4;4;4;2;4;3;4;2;3;3;3;3;4;2;4;4;4;2;4;4;4;2;4;2;3;1;"<p>given enough details.</p>";2;"<p>more options</p>";"<p>1</p>";"";"<p>yes</p>";"<p>no</p>";4;4;3;"<p>no</p>";"<p>no</p>";"";0;0;0;1;0
2020-05-12 19:17:36;2020-05-12 19:04:43;772,933;"";2;4;7;"";6;"";2;4;5;4;3;1;1;"";0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;"";3;4;5;4;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;1;2;4;2;3;2;2;3;2;3;2;4;3;4;3;4;2;3;2;4;2;3;2;3;4;3;4;2;4;3;3;3;5;1;4;2;4;3;"<p>Interface 3 provides a much clearer explanation as to why I am seeing these particular songs in reference to the song I am listening to.</p>";2;"<p>Interface 2&#39;s popup menu design is too obtrusive for me.</p>";"<p>I like how easy it is to understand the recommendation explanations.&nbsp; However, I don;t like the characteristics they use to find similar songs.</p>";"<p>No</p>";"<p>I didn&#39;t like the mood based recommendations.</p>";"<p>I would rather see recommendations based upon the similarity of the music&nbsp;itself.</p>";4;4;3;"<p>No</p>";"";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 17:53:16;2020-05-12 17:40:52;743,873;"";2;2;6;"";11;"";4;5;4;5;4;1;6;"";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"";4;5;4;5;;;;;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;5;4;5;5;5;5;4;4;4;5;4;4;4;4;4;5;5;4;5;5;4;5;5;4;4;3;5;5;5;4;5;4;4;4;4;4;4;5;5;2;5;1;"<p>its good song</p>";2;"<p>its good song</p>";"<p>its good song</p>";"<p>its good song</p>";"<p>its good song</p>";"<p>its good song</p>";4;5;5;"<p>its good good song</p>";"<p>its good song</p>";"";0;0;0;1;0
2020-05-12 19:09:41;2020-05-12 18:54:31;909,833;"";2;1;6;"";6;"";1;4;4;5;5;1;1;"";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"";5;3;5;4;;;;;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;4;2;4;3;2;2;3;3;4;1;4;4;1;5;2;4;4;4;2;3;2;3;1;4;3;3;2;5;2;4;3;4;1;4;2;5;2;4;2;4;3;"<p>The design is better than the others. I also like the graph and bars used for recommendation. Its a lot easier to understand.</p>";2;"<p>The white background does not matches with the overall layout. I also do not like the percentage. It looks so weird.</p>";"<p>I like the the way it shows why the music is recommended. It helps me understand why certain music is recommend. It might help me to discover new songs, artists.</p>";"<p>It looks very similar to spotify. You might want to change that.</p>";"<p>I do not know exactly. But I liked it. It might help me select the song based on my mood.</p>";"<p>I would definately like it. I hope my youtube music introduces something like this.</p>";5;5;4;"<p>My opinion has not change. It is very important part of music streaming.</p>";"<p>You might want to track the songs the user listen to more often. Their genre, artist and what time of day they listen more. It might be useful make recommendation based on that data.</p>";"<p>I hope this service is added to youtube music.</p>";0;0;0;1;0
